,full_name,aces,double_faults,1st_serve,1st_serve_points_won,2nd_serve_points_won,break_points_faced,break_points_saved,service_games_played,service_games_won,total_service_points_won,1st_serve_return_points_won,2nd_serve_return_points_won,break_points_opportunities,break_points_converted,return_games_played,return_games_won,return_points_won,total_points_won
2167,Dier D,105,40,0.58,0.7,0.47,140,0.56,235,0.74,0.6,0.28,0.47,125,0.3,243,0.15,0.35,0.47
2168,Denman H,33,27,0.56,0.66,0.44,67,0.61,79,0.67,0.56,0.3,0.4,29,0.41,79,0.15,0.34,0.46
2169,De Beer J,1,11,0.66,0.57,0.42,32,0.66,23,0.52,0.52,0.28,0.43,13,0.38,22,0.23,0.34,0.44
2170,Donovan T,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2171,de Jager JL,5,13,0.54,0.72,0.35,15,0.27,28,0.61,0.55,0.27,0.39,14,0.36,30,0.17,0.32,0.43
2172,Damm M,2961,1276,0.56,0.75,0.49,2363,0.59,4522,0.79,0.64,0.26,0.48,2232,0.36,4540,0.17,0.35,0.49
2173,Del Rio D,5,1,0.54,0.68,0.42,6,0.33,9,0.56,0.56,0.19,0.43,1,1.0,9,0.11,0.29,0.44
2174,Doyle G,72,159,0.57,0.64,0.43,294,0.51,385,0.62,0.55,0.26,0.51,194,0.44,386,0.22,0.37,0.46
2175,Dewulf F,772,876,0.55,0.71,0.47,1470,0.6,2332,0.75,0.61,0.28,0.51,1267,0.43,2351,0.23,0.37,0.49
2176,Dabrowski B,0,3,0.42,0.6,0.42,11,0.27,17,0.53,0.49,0.25,0.3,3,0.33,17,0.06,0.27,0.38
2177,Dondo F,4,15,0.52,0.67,0.52,15,0.53,25,0.72,0.6,0.26,0.46,14,0.29,25,0.16,0.34,0.48
2178,Dreekmann H,1093,992,0.51,0.73,0.48,1643,0.6,2603,0.75,0.61,0.27,0.51,1502,0.38,2621,0.22,0.37,0.49
2179,Dunn B,88,81,0.5,0.76,0.46,101,0.53,169,0.72,0.61,0.27,0.44,67,0.37,169,0.15,0.33,0.47
2180,Draper S,1544,664,0.56,0.72,0.51,1717,0.62,3026,0.78,0.63,0.27,0.48,1420,0.38,2996,0.18,0.35,0.49
2181,Drada C,3,8,0.66,0.74,0.31,12,0.75,14,0.79,0.59,0.24,0.6,7,0.57,14,0.29,0.42,0.51
2182,Dupuis A,1544,579,0.59,0.72,0.51,1457,0.63,2602,0.79,0.64,0.25,0.47,1203,0.35,2639,0.16,0.34,0.49
2183,Downs S,23,20,0.61,0.61,0.48,43,0.53,62,0.68,0.56,0.28,0.46,24,0.42,63,0.16,0.34,0.45
2184,Duran S,11,10,0.55,0.76,0.41,15,0.67,25,0.8,0.6,0.12,0.45,5,0.2,26,0.04,0.25,0.43
2185,Delgado R,1107,500,0.59,0.69,0.49,1266,0.57,2078,0.74,0.61,0.27,0.49,1066,0.39,2049,0.2,0.36,0.49
2186,Delgado J,206,173,0.54,0.7,0.46,371,0.58,527,0.71,0.59,0.24,0.48,260,0.35,532,0.17,0.34,0.47
2187,Di Mauro A,192,113,0.58,0.63,0.46,457,0.54,582,0.64,0.56,0.28,0.49,305,0.43,586,0.23,0.37,0.47
2188,Delfino M,2,5,0.66,0.54,0.54,23,0.65,19,0.58,0.54,0.66,0.55,11,0.36,18,0.22,0.61,0.57
2189,De Chaunac S,186,123,0.55,0.68,0.49,285,0.57,426,0.71,0.59,0.25,0.48,204,0.38,427,0.18,0.34,0.47
2190,De Armas J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2191,Di Pasquale A,403,627,0.63,0.65,0.48,1303,0.55,1969,0.7,0.59,0.32,0.51,1194,0.43,1932,0.27,0.39,0.49
2192,Derepasko A,4,8,0.65,0.52,0.29,19,0.32,19,0.32,0.44,0.21,0.4,7,0.29,19,0.11,0.29,0.37
2193,Dell'Acqua M,62,29,0.57,0.76,0.44,31,0.52,71,0.79,0.62,0.26,0.42,27,0.3,71,0.11,0.31,0.47
2194,Djokic D,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2195,Dent T,2136,1647,0.57,0.75,0.49,1781,0.6,3458,0.8,0.64,0.29,0.49,1825,0.4,3417,0.22,0.37,0.5
2196,Dupre T,4,5,0.63,0.67,0.38,9,0.67,11,0.73,0.56,0.22,0.62,8,0.25,11,0.18,0.38,0.47
2197,Dorsch B,11,3,0.65,0.55,0.5,23,0.39,33,0.58,0.54,0.27,0.35,10,0.2,32,0.06,0.29,0.42
2198,De Voest R,226,107,0.6,0.68,0.49,429,0.6,652,0.74,0.6,0.27,0.47,312,0.38,651,0.18,0.35,0.48
2199,Davydenko N,2527,2041,0.67,0.68,0.51,5215,0.6,9187,0.77,0.63,0.33,0.53,6335,0.44,9246,0.3,0.41,0.52
2200,Dellatorre A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2201,Delic A,807,242,0.6,0.72,0.5,579,0.65,1026,0.8,0.63,0.25,0.44,420,0.34,1045,0.14,0.32,0.48
2202,Drouet T,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2203,Dupuy B,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2204,Devilder N,267,227,0.6,0.65,0.49,636,0.6,854,0.7,0.59,0.29,0.5,484,0.38,853,0.21,0.37,0.48
2205,Decoud S,26,18,0.7,0.65,0.44,73,0.6,97,0.7,0.59,0.27,0.45,38,0.45,96,0.18,0.34,0.47
2206,Dancevic F,1226,340,0.6,0.73,0.5,987,0.61,1807,0.79,0.64,0.25,0.45,834,0.33,1823,0.15,0.33,0.49
2207,Dlouhy L,360,353,0.62,0.68,0.46,595,0.57,881,0.71,0.6,0.29,0.49,443,0.41,881,0.2,0.36,0.48
2208,Dupuy Y,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2209,Davletshin V,9,8,0.56,0.65,0.57,11,0.64,19,0.79,0.62,0.22,0.35,9,0.11,21,0.05,0.27,0.45
2210,Durek R,1,0,0.7,0.46,0.48,10,0.4,10,0.4,0.46,0.38,0.44,5,0.6,9,0.33,0.4,0.44
2211,Do MQ,0,3,0.52,0.67,0.24,6,0.17,9,0.44,0.46,0.24,0.3,2,0.5,8,0.13,0.27,0.38
2212,Drobny J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2213,Ditzler H,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2214,Dodge L,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2215,Darley C,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2216,Dong T,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2217,Dustov F,23,16,0.7,0.66,0.35,47,0.49,69,0.65,0.57,0.24,0.39,17,0.47,71,0.11,0.29,0.43
2218,Demekhine S,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2219,Davidman E,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2220,De Voe C,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2221,Dilaj P,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2222,Dabul B,96,71,0.68,0.68,0.5,280,0.6,474,0.77,0.62,0.28,0.47,250,0.34,479,0.18,0.35,0.49
2223,Devvarman S,449,207,0.6,0.67,0.5,911,0.59,1377,0.73,0.6,0.28,0.5,790,0.4,1394,0.23,0.37,0.49
2224,DeHeart R,38,15,0.6,0.68,0.51,44,0.61,75,0.77,0.61,0.25,0.37,20,0.35,77,0.09,0.29,0.46
2225,Deden K,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2226,Darcis S,878,443,0.61,0.69,0.5,1547,0.59,2606,0.76,0.62,0.28,0.49,1333,0.4,2616,0.2,0.36,0.49
2227,Djokovic N,6404,2666,0.65,0.74,0.55,5983,0.65,14507,0.86,0.67,0.34,0.55,10218,0.44,14110,0.32,0.42,0.54
2228,Derafshijavan K,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2229,Dodig I,2050,806,0.59,0.72,0.49,1699,0.6,3045,0.78,0.63,0.29,0.49,1546,0.41,3033,0.21,0.37,0.5
2230,Dominguez M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2231,Desai N,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2232,Dimitrijevic M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2233,Das Y,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2234,Dimalanta B,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2235,Drilling F,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2236,Dailey Z,5,1,0.52,0.54,0.34,16,0.69,7,0.29,0.45,0.06,0.27,0,0.0,7,0.0,0.15,0.35
2237,del Potro JM,4418,1365,0.64,0.74,0.53,3007,0.64,7187,0.85,0.67,0.3,0.52,4410,0.42,7197,0.26,0.39,0.52
2238,Doakmaiklee W,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2239,Duclos PL,16,11,0.61,0.67,0.49,31,0.65,43,0.74,0.6,0.29,0.41,25,0.28,43,0.16,0.34,0.48
2240,Danner R,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2241,Diaz-Barriga L,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2242,Dadamo J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2243,de Rijke R,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2244,Das J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2245,Dasnieres de Veigy J,22,14,0.68,0.64,0.4,61,0.54,75,0.63,0.56,0.29,0.46,36,0.31,77,0.14,0.35,0.46
2246,Di Ienno D,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2247,Danilovic D,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2248,De Schepper K,715,373,0.67,0.72,0.49,604,0.66,1085,0.81,0.64,0.24,0.43,392,0.29,1089,0.1,0.31,0.48
2249,Desein N,13,11,0.66,0.63,0.45,27,0.48,39,0.64,0.57,0.22,0.4,14,0.29,39,0.1,0.29,0.44
2250,Daniell M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2251,de Bakker T,1076,244,0.6,0.73,0.5,909,0.62,1634,0.79,0.63,0.26,0.46,710,0.38,1661,0.16,0.34,0.49
2252,Duran G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2253,De Jong M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2254,Dubail J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2255,Dolgopolov A,3148,1135,0.55,0.75,0.51,2565,0.6,5001,0.79,0.64,0.29,0.49,2770,0.4,5016,0.22,0.37,0.5
2256,De Paula F,3,2,0.75,0.55,0.47,8,0.5,10,0.6,0.53,0.25,0.31,3,0.67,10,0.2,0.27,0.42
2257,Du Y,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2258,D'Agord L,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2259,Demoliner M,9,6,0.64,0.76,0.51,6,0.5,21,0.86,0.67,0.22,0.55,9,0.44,21,0.19,0.36,0.51
2260,Dias G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2261,Dancescu AM,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2262,Dadic S,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2263,Dyce G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2264,Donskoy E,818,389,0.58,0.7,0.5,1199,0.61,1994,0.77,0.62,0.25,0.46,881,0.35,2018,0.15,0.34,0.48
2265,Dekker C,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2266,Descloix D,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2267,Diaz-Figueroa C,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2268,David J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2269,Dunbar B,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2270,Domijan A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2271,Delbonis F,1212,1152,0.61,0.69,0.51,2444,0.6,4084,0.76,0.62,0.29,0.5,2297,0.4,4108,0.22,0.37,0.49
2272,Dimitrov G,4013,2080,0.62,0.74,0.51,3559,0.63,7556,0.82,0.66,0.3,0.49,4239,0.39,7443,0.22,0.37,0.51
2273,Drucker J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2274,Djokovic M,2,15,0.54,0.52,0.45,35,0.43,38,0.47,0.49,0.2,0.46,9,0.44,39,0.1,0.3,0.4
2275,Davydenko P,3,6,0.71,0.63,0.44,32,0.66,33,0.67,0.57,0.22,0.53,12,0.5,35,0.17,0.33,0.46
2276,Dischinger E,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2277,Doumbia S,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2278,Diez S,18,34,0.63,0.62,0.46,81,0.53,110,0.65,0.56,0.26,0.53,66,0.36,117,0.21,0.36,0.46
2279,Dias F,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2280,Dzumhur D,584,644,0.64,0.65,0.49,1856,0.56,2763,0.71,0.59,0.31,0.5,1713,0.43,2812,0.26,0.39,0.49
2281,Diarra G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2282,Draganja M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2283,Dixon R,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2284,Dias MV,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2285,Dmitriev K,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2286,Dumitrescu T,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2287,De Greef A,32,25,0.57,0.66,0.48,65,0.57,102,0.73,0.58,0.28,0.41,43,0.4,106,0.16,0.34,0.46
2288,Domingues J,16,7,0.7,0.62,0.47,92,0.62,127,0.72,0.58,0.31,0.47,75,0.37,130,0.22,0.37,0.47
2289,Duckworth J,1083,390,0.56,0.72,0.5,1013,0.64,1705,0.79,0.63,0.25,0.47,728,0.37,1695,0.16,0.33,0.48
2290,Davidson P,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2291,Dubarenco M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2292,Dima D,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2293,Dinslaken M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2294,Daciek P,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2295,De Goede D,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2296,Dzhanashia S,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2297,Dellien H,98,94,0.74,0.62,0.47,485,0.58,614,0.67,0.58,0.31,0.5,380,0.36,613,0.22,0.38,0.48
2298,Doria L,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2299,Devoe C,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2300,Deen Heshaam AE,1,0,0.56,0.4,0.35,8,0.25,8,0.25,0.38,0.3,0.25,1,1.0,7,0.14,0.28,0.33
2301,Diep F,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2302,Donati M,14,3,0.62,0.7,0.42,16,0.63,22,0.73,0.59,0.29,0.47,9,0.44,21,0.19,0.36,0.48
2303,Daniel T,527,399,0.63,0.67,0.49,1206,0.59,1754,0.72,0.6,0.27,0.49,931,0.39,1757,0.21,0.36,0.48
2304,De Loore J,20,6,0.57,0.74,0.5,13,0.54,24,0.75,0.64,0.21,0.49,11,0.36,25,0.16,0.32,0.48
2305,Delic M,40,12,0.64,0.67,0.47,68,0.56,104,0.71,0.6,0.22,0.5,37,0.43,104,0.15,0.33,0.47
2306,De Urruticoechea G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2307,Dzulynsky A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2308,Delcore A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2309,Djokovic D,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2310,Dome A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2311,De Zutter C,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2312,Novak D,270,157,0.64,0.67,0.48,451,0.54,733,0.72,0.6,0.26,0.5,334,0.4,730,0.18,0.35,0.48
2313,Djere L,841,604,0.6,0.7,0.5,1250,0.6,2129,0.77,0.62,0.29,0.49,1205,0.37,2129,0.21,0.37,0.49
2314,Draganja T,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2315,Damian MD,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2316,De Vroome M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2317,de Kort F,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2318,Deus N,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2319,Dichkov A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2320,Donaldson J,681,444,0.52,0.74,0.51,737,0.57,1391,0.77,0.63,0.26,0.49,724,0.4,1400,0.21,0.36,0.49
2321,Dahl PE,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2322,Durasovic V,37,21,0.55,0.63,0.42,72,0.56,70,0.54,0.54,0.15,0.37,7,0.43,74,0.04,0.23,0.4
2323,Doherty U,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2324,Doughty G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2325,Drury-Byrne J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2326,D'Orsongna A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2327,Diederichs C,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2328,Demattei F,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2329,Davies RW,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2330,Darcy TL,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2331,Doherty G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2332,Drory-Byrne J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2333,Daniele U,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2334,De Ville M,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2335,Decker J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2336,Deyro R,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2337,Destremau B,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2338,Donnadieu A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2339,Despiegelaere L,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2340,Driscole A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2341,Douglas J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2342,Dailey E,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2343,Dickenson D,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2344,Dicker I,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2345,Davis W,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2346,Davidson S,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2347,De Kermadec G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2348,Dillon AD,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2349,Dubie G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2350,Dobbs J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2351,Del Rey EM,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2352,Dabbs RB,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2353,Davis G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2354,Dehnert A,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2355,Dorfman I,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2356,Dubitzky G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2357,De La Prade J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2358,Dubuc R,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2359,Devroe I,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2360,Desq P,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2361,Dodson L,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2362,Daniels G,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
2363,Delwitt J,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
